,name,DM,center_f,slope (mhz/ms),slope error (mhz/ms),red_chisq,amplitude,xo,yo,sigmax,sigmay,angle,amp_error,xo_error,yo_error,sigmax_error,sigmay_error,angle_error,time_res
0,1,554.103,4458.21232566804,-655.325013565781,0.073722846202028,10.1410464669768,1816.44781182213,512.498641366508,512.483031547946,176.65601693628,46.4137024230721,1.79956326402828,0.113107007040034,0.003759728258247,0.01073122200547,0.011020582995832,0.002888771108716,2.48472947449861E-05,1.024E-05
1,2,554.103,4427.43838194467,-523.19296757331,0.325424765718022,3.79837146396708,81.4599554689544,512.492738769151,512.480977620264,181.111286272922,43.8300365627644,1.85457271838815,0.03746408160924,0.030296987178613,0.080148805531391,0.083483600735121,0.020150133896268,0.00016718366016,1.024E-05
2,3,554.103,4489.92447670638,-1154.6976770492,0.436885584592292,4.00976123210711,184.799367731624,512.495539287889,512.391454168075,172.034035215805,19.0747378311673,1.70218041301409,0.057209616331957,0.009105474387123,0.052795185724954,0.05334389024621,0.005902936923666,4.91397381186387E-05,1.024E-05
3,4,554.103,4603.95218063416,-699.700417909577,8.6906272238164,3.30272129909133,4.1454172944534,512.412886099819,512.646614143649,26.642470629073,-166.017587271949,1.78551074559731,0.046034096361226,0.487224372058269,1.80155353913112,0.295647208570803,1.84420812605058,0.002585646780935,1.024E-05
4,5,554.103,4435.77619565023,-978.787554112136,14.4489782283518,3.36285439471801,5.51650845847357,512.472793860836,512.336138059995,169.129087673195,36.947732569548,1.72544631578409,0.038228997881627,0.310636224481822,1.15821028628456,1.17308298116469,0.255818965083074,0.002246734760133,1.024E-05
5,6,554.103,4513.18439311792,-1498.48816683143,0.678104525745745,6.39510698860038,155.936810990664,512.493751928049,512.208917229811,159.117286993937,12.1771869167535,1.6722744435045,0.06532333103017,0.008446860586549,0.066312922892956,0.066689190880547,0.005101046713856,4.56068522424551E-05,1.024E-05
6,7,554.103,4351.04256542009,-614.740009970579,0.305890870045292,6.24305133636696,269.844102499554,512.496100850325,512.459208124819,104.614146656825,38.1537318026502,8.09727989779154,0.052773184247285,0.008759515759462,0.019937021615951,0.020458312346862,0.007461327428159,0.000116342469301,1.024E-05
7,8,554.103,4563.38681317666,-284.880325469472,0.047405971513479,5.50324845499952,245.911218002301,512.494262554284,512.488580520067,177.219115208879,62.7615353666582,2.0625330321881,0.029741660795836,0.01213100081612,0.019229629798305,0.021443571998916,0.007589907386199,6.92606913206399E-05,1.024E-05
8,11,554.103,4511.88830173482,-662.344342105259,2.89139137608659,3.37067739279203,11.8885228657527,512.494072204974,512.401350609463,186.153245105398,39.0441302322212,1.79722129325895,0.036591155204474,0.173877617016312,0.558804708823303,0.575212417039337,0.120097879345405,0.000954994498281,1.024E-05
9,12,554.103,4404.97612469556,-645.35320892109,0.445318933490276,3.89126193383372,82.4872406261958,512.498611858544,512.465827415191,141.008079510506,28.1072701526829,-1.33861931877091,0.043417780838079,0.02233539460665,0.072304450620617,0.074217552635649,0.014793660341911,0.000154515383697,1.024E-05
10,13,554.103,4594.33122479557,-617.425421937056,0.093192820246858,11.1726419831548,927.813453743226,512.498703788144,512.466218881507,144.110380504611,39.8384331361985,1.81307740749735,0.077054335825635,0.004308257602347,0.011645638671796,0.011968628173178,0.003308535968283,3.51549906889249E-05,1.024E-05
11,14,554.103,4475.58898865501,-1255.54929366738,0.217638622654101,4.75846953318918,329.158651812909,512.496783638042,512.340819002519,162.124910305903,11.4406092467291,1.69173403255912,0.068131996490803,0.004681301390413,0.033312226451076,0.033579878207587,0.002367866961664,2.0759696374753E-05,1.024E-05
12,15,554.103,4278.44075262017,-254.892901211824,0.122919264153067,15.0752835820681,520.590602079161,512.483459870567,512.491687635378,45.909572767079,68.2148554827647,5.25180442706224,0.063588327463115,0.006439321298101,0.007707219379765,0.00560760565868,0.008331917405387,0.000212524157132,1.024E-05
13,16,554.103,4363.17134308007,-660.179119756201,0.043159688070034,146.653828131886,2590.96810924826,512.498636617937,512.485695930458,127.221361116966,45.7941436481194,1.79793866899195,0.063547654860405,0.001300492070282,0.003050611976215,0.003120261980709,0.001123170308076,1.4344076580008E-05,1.024E-05
14,1,554.692157894737,4458.21232566804,-681.937842967432,0.080357429513644,10.0347901570209,1816.52048336392,512.498610552597,512.482983983096,176.324698120876,46.492404191917,1.7909266856181,0.113837597934623,0.003727680429933,0.010799718829037,0.011070523209326,0.002912244288134,2.51095864681027E-05,1.024E-05
15,2,554.692157894737,4427.43838194467,-539.869374735737,0.347050528139181,3.79963179767363,81.4460099113954,512.492733480566,512.487603618045,180.696518422678,43.9432427447982,1.84625006518795,0.037492260586134,0.029837009909768,0.080218649115327,0.0833674820574,0.020219979835497,0.000168251161254,1.024E-05
16,3,554.692157894737,4489.92447670638,-1229.98701656907,0.496019604499497,4.00841780331981,184.684699755294,512.49509809711,512.373918965812,171.866591658366,19.095758297809,1.6942222341521,0.057203421799208,0.008795725884066,0.052824245569863,0.05331957948507,0.005912549696507,4.92702729002307E-05,1.024E-05
17,4,554.692157894737,4603.95218063416,-728.267797874956,9.45189144191711,3.30433371660221,4.14462917594829,512.413323666715,512.702097327755,165.203797077954,26.6336608580607,1.77733035746378,0.046102782250706,0.474544420450422,1.79601397004031,1.8353065941944,0.295971106311573,0.002604941412908,1.024E-05
